"GR113-003","GR113-005","GR113-006","GR113-010","GR113-015","GR113-016","GR113-018","GR113-020","GR113-021","GR113-022","GR113-023","GR113-024","GR113-025","GR113-026","GR113-027","GR113-028","GR113-029","GR113-030","GR113-031","GR113-032","GR113-033","GR113-034","GR113-035","GR113-036","GR113-038","GR113-039","GR113-040","GR113-041","GR113-042","GR113-043","GR113-044","GR113-045","GR113-046","GR113-048","GR113-049","GR113-050","GR113-051","GR113-052","GR113-055","GR113-056","GR113-057","GR113-059","GR113-060","GR113-062","GR113-063","GR113-065","GR113-066","GR113-067","GR113-068","GR113-069","GR113-070","GR113-071","GR113-073","GR113-074","GR113-075","GR113-077","GR113-078","GR113-083","GR113-084","GR113-085","GR113-086","GR113-087","GR113-088","GR113-089","GR113-090","GR113-091","GR113-092","GR113-094","GR113-095","GR113-096","GR113-100","GR113-102","GR113-103","GR113-106","GR113-107","GR113-108","GR113-109","GR113-110","GR113-111","GR113-114","GR113-115","GR113-116","GR113-118","GR113-119","GR113-120","GR113-121","GR113-122","GR113-123","GR113-125","GR113-126","GR113-128","GR113-129","GR113-130","GR113-132","GR113-133","GR113-135","Other","Combine-GR113-097"
833,51,12,3531,661,944,601,680,1144,956,4478,1517,2996,335,13501,746,3629,319,641,1226,2516,1095,1222,1172,106,1758,1835,987,6,5400,1293,428,6677,272,21,77,1977,8474,278,3045,283,12893,394,5603,20150,104,78,5608,10668,2417,12624,826,1055,818,384,751,6900,93,1310,361,13440,92,1780,3007,289,28,149,1270,1370,312,4211,59,45,5,64,1227,919,3336,24494,2998,76,136,2141,39,207,318,2719,1526,1604,1440,971,470,34,24,453,233,78,391
780,33,7,2987,602,879,535,647,1155,891,4342,1503,2868,272,13024,723,3387,300,613,1144,2339,1048,1120,1097,84,1583,1842,877,7,5102,1191,379,5790,225,20,61,1742,7184,274,2650,239,11137,350,4667,17645,114,62,4850,9527,2132,11237,682,840,686,332,153,4915,70,1126,320,11185,86,1504,2589,282,34,132,1162,1225,286,3746,48,45,1,60,1126,842,3482,21124,3161,85,131,1928,37,278,238,2628,1355,1558,1500,1026,470,33,19,392,208,50,354
763,36,21,2878,633,866,444,682,1114,939,4456,1555,2965,301,13233,718,3406,346,650,1202,2298,1089,1166,1132,100,1795,1767,857,7,5287,1223,438,5728,238,11,50,1629,6414,259,2596,235,10816,349,4816,17064,105,55,4562,9522,2026,11099,651,832,782,308,15,4070,43,1086,272,10143,76,1297,2446,246,29,132,1171,1246,285,3451,42,45,4,72,1248,886,3165,20234,3419,113,185,2046,39,377,222,2745,1393,1538,1628,989,480,32,21,421,210,41,311
675,30,11,2639,613,800,408,627,1123,893,4322,1467,2879,320,12714,683,3210,344,618,1212,2282,1020,1123,1119,84,1653,1824,854,7,5089,1203,375,5435,192,11,38,1494,5723,271,2381,222,10244,353,4569,15822,77,71,4333,8718,2002,10189,583,819,690,335,6,3543,49,941,252,9152,67,1214,2209,236,34,130,1140,1163,279,3389,43,27,2,53,1174,835,2808,19057,3483,102,205,1910,49,552,164,2416,1412,1507,1589,1087,489,33,16,420,199,44,321
592,35,12,2695,683,803,447,631,1113,1025,4539,1451,2924,311,13225,674,3383,325,640,1174,2273,1047,1190,1172,88,1684,1932,816,5,5295,1076,394,5376,199,14,41,1507,5765,250,2528,221,10155,288,4449,15723,80,70,4481,8795,1921,10183,535,809,707,310,7,3382,32,885,239,8786,66,1169,2305,228,28,153,1241,1209,259,3422,51,41,1,60,1144,803,3120,18985,3513,117,165,1996,65,642,153,2485,1409,1564,1564,1112,521,35,14,387,204,37,330
582,40,12,2712,616,837,444,654,1175,945,4542,1575,3015,325,13033,722,3419,337,717,1190,2386,1118,1145,1177,111,1710,1881,843,3,5380,1204,416,5412,186,21,44,1521,6031,252,2517,206,9951,296,4552,15771,100,56,4187,8524,1938,10331,558,846,693,332,4,3406,45,863,242,8616,54,1119,2129,252,38,115,1263,1191,259,3360,59,53,2,60,1185,836,2952,19008,3748,113,221,1926,39,476,183,2503,1339,1513,1511,1092,504,26,38,417,201,47,330
531,27,3,2711,620,782,454,675,1047,932,4323,1493,2894,296,13057,696,3321,330,603,1164,2310,1077,1136,1069,108,1643,1826,949,2,5183,1100,422,5279,220,18,34,1447,5956,242,2516,231,9674,294,4350,15081,100,78,4179,8567,1878,10124,532,879,683,338,5,3352,42,827,240,8474,61,1241,2125,253,33,136,1258,1192,300,3256,51,37,1,54,1110,764,2921,19236,3358,114,141,1873,42,269,149,2390,1324,1518,1597,1097,474,36,26,383,190,36,311
562,35,16,2828,623,843,477,680,1208,900,4573,1488,3038,321,13358,747,3415,353,655,1225,2370,1103,1209,1227,99,1672,1895,908,0,5455,1253,415,5708,236,18,34,1689,6618,284,2612,204,10782,332,4551,16590,87,60,4553,9434,2023,10846,608,943,726,305,13,4015,50,843,242,9242,73,1327,2342,205,51,121,1276,1244,269,3483,57,42,2,61,1189,819,3020,20598,3562,100,121,2033,62,190,232,2536,1373,1516,1495,1014,471,24,16,357,241,56,358
579,36,12,2942,620,823,482,669,1087,948,4389,1547,2922,304,13111,734,3405,336,624,1211,2303,1055,1177,1148,97,1674,1902,953,2,5262,1210,402,5677,212,19,52,1732,7071,258,2671,226,10820,345,4730,16790,86,66,4491,9425,2116,11135,651,1006,724,348,15,3987,47,926,288,9633,69,1261,2403,242,27,149,1258,1283,280,3589,57,37,3,55,1106,867,3369,20910,3275,104,117,1980,61,137,250,2509,1316,1431,1381,1004,445,26,27,362,220,43,391
667,36,11,3271,616,835,502,728,1184,976,4505,1556,3047,322,13605,763,3441,338,665,1240,2473,1096,1212,1153,92,1694,1883,988,9,5477,1247,421,6305,221,26,73,1913,7594,259,2966,257,12392,396,5306,18559,95,76,5014,10301,2423,11957,702,1020,798,360,16,4899,68,1054,270,10976,93,1473,2647,266,47,160,1354,1334,312,3899,53,34,7,68,1093,868,3590,22935,3242,71,109,2176,62,135,342,2757,1503,1432,1328,985,408,28,19,387,230,64,444
1000,34,18,3457,731,887,558,673,1161,922,4505,1603,3110,346,13773,773,3649,324,633,1230,2366,1125,1234,1211,114,1797,1938,914,4,5557,1258,404,6473,246,10,74,1950,7744,278,3077,287,12177,387,5447,18769,100,74,5161,10476,2329,12363,741,995,764,395,42,5257,68,1084,327,11627,77,1542,2651,264,25,167,1326,1355,291,4178,50,36,1,70,1120,891,3952,23431,2820,64,153,2128,38,101,398,2811,1459,1576,1400,937,411,32,33,393,221,88,441
992,30,8,3011,661,779,491,643,1087,857,4133,1426,2831,294,12338,706,3249,324,584,1129,2164,1034,1110,1117,104,1561,1736,918,4,4903,1114,402,5857,240,11,43,1719,6594,257,2733,218,10751,366,4802,16904,87,77,4737,9729,2161,10824,623,828,715,345,88,4703,63,923,289,10864,77,1428,2549,254,33,158,1129,1233,251,3715,42,23,3,65,1034,791,3428,21072,2481,61,152,1912,52,134,287,2611,1243,1424,1296,701,420,30,17,364,205,65,398
1058,40,9,3204,677,845,501,683,1223,956,4506,1645,2971,299,13627,750,3515,309,615,1202,2419,1097,1190,1197,107,1781,1893,982,5,5385,1225,413,6200,224,12,68,1805,7096,301,2903,268,11262,319,4957,18243,100,85,5251,10427,2227,11379,647,909,745,333,99,5037,73,1041,287,12018,82,1529,2816,259,35,171,1257,1414,276,3920,60,28,3,56,1149,918,3568,22517,2833,76,123,2202,36,204,295,2788,1283,1528,1516,892,470,44,22,416,231,74,431
890,36,15,2976,599,793,493,675,1114,911,4140,1660,2898,292,12978,760,3444,319,619,1235,2188,1081,1167,1169,97,1615,1851,898,7,5197,1249,367,5659,223,20,68,1713,6647,295,2761,244,10571,326,4519,17035,95,71,4784,9514,2186,10773,631,856,748,317,33,4329,49,976,263,10908,92,1420,2559,269,38,158,1225,1225,278,3629,48,41,6,73,1209,860,3522,20806,3019,91,143,2024,48,251,243,2558,1243,1546,1481,964,457,31,22,366,217,44,402
936,32,9,2846,609,785,445,642,1179,931,4351,1442,3010,307,13194,749,3376,331,628,1106,2369,1060,1193,1174,110,1695,1854,837,4,5341,1220,380,5640,232,13,78,1594,6155,289,2793,240,10289,341,4805,16650,102,67,4649,9488,2054,10626,571,893,736,327,37,3910,55,972,313,10390,55,1309,2495,247,31,134,1260,1275,265,3546,45,26,6,81,1153,828,3142,20088,3272,83,188,1972,38,382,209,2702,1274,1641,1625,1045,452,28,26,413,236,44,391
746,31,11,2706,568,779,465,611,1184,930,4222,1584,2833,310,12815,746,3230,294,607,1218,2207,1049,1133,1143,87,1669,1914,945,6,5158,1193,385,5300,216,12,45,1524,5678,270,2475,212,9638,324,4538,15769,90,70,4399,8936,1961,9717,566,790,687,332,147,3719,40,841,292,9410,59,1150,2416,219,49,133,1195,1198,249,3378,44,41,3,90,1078,804,3230,18992,3216,107,178,1984,40,552,170,2474,1334,1618,1636,996,463,23,17,389,216,43,385
829,38,7,2773,615,745,495,640,1122,917,4334,1642,3054,320,13167,752,3359,362,636,1210,2376,1093,1213,1177,112,1728,1906,930,6,5467,1254,393,5337,181,15,39,1584,5828,252,2660,220,9586,295,4663,15928,83,72,4351,9059,2058,10001,570,860,664,336,171,3485,37,756,254,8966,60,1200,2320,228,42,135,1252,1231,261,3467,54,42,3,93,1106,817,3053,19807,3326,115,183,2073,54,616,149,2605,1352,1673,1573,1130,480,33,9,422,216,30,391
708,31,13,2716,653,727,461,618,1171,918,4488,1670,2985,278,13320,826,3424,326,651,1211,2366,1071,1207,1170,88,1683,1914,938,6,5384,1175,371,5276,192,9,37,1567,6065,251,2572,218,9407,316,4481,15326,102,50,4345,8856,2062,9881,603,838,648,344,142,3309,39,789,271,8714,67,1170,2313,249,40,140,1269,1248,272,3350,59,26,0,63,1143,776,3117,19672,3353,115,179,2074,44,498,123,2625,1261,1669,1636,1040,472,27,17,416,224,48,410
721,29,9,2785,626,731,471,630,1086,972,4319,1617,2901,279,13004,778,3325,295,664,1173,2335,1090,1182,1152,100,1631,1891,857,8,5308,1241,358,5197,213,13,39,1650,5933,222,2555,213,9382,302,4350,14938,109,64,4371,9012,1987,9838,513,885,691,338,249,3543,48,774,244,8758,71,1230,2414,240,32,164,1215,1250,282,3283,46,50,4,102,1020,760,2891,19376,3077,106,123,1998,46,274,138,2522,1257,1605,1660,940,407,37,17,408,200,38,432
796,29,7,3024,625,771,493,728,1215,958,4504,1739,3079,295,13438,828,3560,330,722,1290,2425,1118,1207,1230,112,1761,1932,990,6,5582,1253,410,5829,234,16,54,1747,6829,261,2795,265,10495,349,4673,16535,100,78,4616,9873,2137,10900,627,858,758,311,769,4472,69,866,277,10030,73,1326,2635,230,33,150,1323,1281,269,3750,67,36,1,97,1120,814,3278,22055,3087,72,141,2144,57,194,200,2658,1242,1615,1511,938,451,31,18,386,214,39,475
758,39,8,2858,616,763,487,674,1157,958,4336,1622,2873,316,12938,736,3378,332,655,1197,2379,1097,1156,1202,107,1663,1901,909,4,5426,1168,366,5772,221,21,45,1757,6878,278,2715,236,10222,326,4625,15909,98,62,4528,9569,2129,10800,604,930,739,359,840,4372,39,861,284,9924,68,1285,2533,232,25,137,1335,1279,314,3620,41,41,2,74,1003,761,3169,21349,2984,85,119,2002,52,167,225,2606,1244,1416,1417,979,402,38,19,404,209,53,436
817,36,10,3283,714,801,489,705,1209,955,4556,1702,3083,295,13566,795,3569,363,699,1235,2494,1080,1209,1234,112,1805,1876,976,7,5541,1255,437,6165,258,18,59,1955,7556,280,3118,250,11684,350,5183,17810,101,77,5218,10464,2443,11740,681,955,766,381,301,4638,59,995,287,10839,60,1359,2829,265,43,154,1397,1386,292,4004,48,56,2,62,981,863,3479,23653,2748,58,100,2279,49,144,319,2798,1421,1424,1423,931,421,41,15,396,227,55,503
882,44,19,3249,717,769,516,758,1238,1021,4511,1638,3142,314,13795,799,3620,367,728,1216,2465,1090,1255,1248,104,1701,1859,943,9,5640,1305,429,6469,245,17,84,1976,7964,275,3008,269,11441,389,5285,18404,96,75,5299,10688,2422,11931,679,956,779,392,118,5224,50,955,308,11626,77,1588,2892,250,41,183,1394,1411,276,4132,49,49,5,71,1002,886,3430,24684,2515,47,132,2264,59,152,375,2863,1469,1568,1498,890,421,33,23,389,244,59,547
824,37,2,2819,623,696,462,655,1109,886,4163,1568,2764,313,12354,676,3224,303,663,1145,2244,1033,1117,1154,96,1547,1749,883,4,5040,1154,358,5886,218,20,62,1708,6781,265,2764,252,10205,355,4742,16748,96,63,4817,9945,2241,10581,598,901,710,344,97,4454,69,911,310,10923,60,1497,2619,232,28,149,1181,1256,272,3677,45,45,3,75,883,802,2815,21984,2180,58,112,1983,40,134,308,2744,1314,1426,1359,666,383,35,19,379,191,65,476
987,26,8,3110,658,752,532,668,1238,920,4516,1742,3170,327,13634,768,3479,333,687,1239,2427,1164,1251,1177,99,1760,1951,1010,1,5363,1321,467,6179,251,18,67,1950,7521,252,2997,257,11095,343,4987,17631,94,50,5481,10643,2429,11474,596,921,798,370,104,5027,73,977,299,12398,77,1583,2962,267,29,187,1317,1450,329,4061,46,34,5,67,1002,850,3168,23859,2575,63,120,2195,41,182,282,2963,1335,1661,1590,888,410,46,23,415,203,67,515
952,33,14,2906,633,683,477,677,1184,960,4303,1591,2961,296,12845,745,3398,339,663,1202,2337,1026,1194,1092,100,1719,1896,920,7,5267,1197,427,5746,214,13,47,1715,6666,240,2683,234,10043,345,4680,16062,87,55,4780,9666,2151,10862,572,889,720,350,42,4231,49,902,269,10752,67,1342,2558,255,34,176,1267,1274,275,3766,38,50,3,56,1012,774,2937,21748,2996,83,107,2055,53,264,235,2694,1321,1618,1620,962,417,31,12,418,191,42,427
864,41,8,2825,614,689,480,662,1228,943,4505,1688,3055,285,13404,762,3459,337,679,1226,2411,1103,1168,1200,100,1638,1861,969,4,5423,1239,362,5600,241,16,34,1843,6605,262,2773,248,10163,339,4693,16082,98,55,4758,9918,2161,10775,620,845,717,314,11,3885,42,888,302,10474,80,1415,2566,245,31,142,1260,1272,273,3688,55,33,3,71,1085,806,3055,21426,3169,95,165,2110,46,475,195,2817,1307,1653,1766,1007,441,39,26,387,189,56,484
805,29,15,2651,614,679,429,667,1141,970,4270,1612,2999,303,12801,705,3286,308,717,1184,2323,1086,1201,1087,98,1590,1853,899,3,5383,1132,416,5340,224,6,38,1637,6013,209,2630,203,9525,362,4459,14918,83,60,4508,9319,2007,9873,573,808,738,324,12,3577,41,759,275,9412,72,1332,2326,213,27,120,1275,1215,243,3433,49,27,2,54,1016,749,2909,20376,3035,85,138,1970,43,573,169,2634,1374,1656,1630,970,455,35,22,372,190,34,465
811,40,8,2742,604,698,470,707,1255,951,4463,1736,3187,287,13292,834,3452,298,720,1271,2322,1119,1274,1246,100,1693,1867,943,6,5440,1202,376,5472,237,7,44,1686,6309,243,2768,209,9442,332,4724,15447,67,81,4515,9464,2078,10054,543,762,662,367,8,3530,45,758,251,9356,59,1295,2505,246,39,138,1323,1359,309,3436,57,37,4,68,1071,770,3176,21152,3296,116,202,2109,62,683,158,2715,1578,1774,1676,1051,486,33,20,391,204,45,453
815,31,16,2676,610,655,507,699,1251,965,4509,1738,3231,336,13225,778,3456,361,676,1199,2412,1132,1227,1162,107,1661,1994,982,8,5504,1274,397,5288,219,6,43,1672,6306,245,2677,211,9268,340,4464,15172,96,68,4540,9216,2026,10081,528,791,687,347,8,3323,33,752,241,9070,57,1262,2416,252,37,131,1337,1283,293,3530,42,38,3,58,1065,798,3164,21007,3357,93,159,2217,44,535,145,2671,1507,1723,1724,960,514,32,21,365,220,34,500
728,32,8,2685,574,661,476,716,1143,960,4208,1677,3054,274,12755,748,3321,308,678,1234,2344,1096,1189,1140,111,1740,1897,908,6,5250,1253,392,5218,222,11,41,1727,6485,222,2517,195,9344,311,4425,15035,85,66,4318,9183,2139,10111,556,830,724,344,12,3398,44,708,260,8951,76,1309,2359,249,37,130,1316,1299,251,3324,57,41,2,65,1025,800,3049,21048,3155,114,113,2108,45,311,160,2595,1354,1555,1598,934,434,35,26,367,204,40,496
825,45,12,2929,618,731,463,787,1268,949,4416,1852,3120,301,13478,785,3570,346,726,1217,2495,1088,1259,1190,98,1711,1852,990,6,5394,1331,424,5733,227,15,48,1989,7167,273,2770,259,9964,326,4803,15995,108,67,4801,9931,2189,10883,641,848,741,350,11,3937,52,792,289,9763,84,1429,2570,242,35,157,1363,1313,287,3586,52,48,3,65,1016,854,3378,22889,3311,110,152,2324,51,200,226,2706,1333,1655,1578,960,433,37,25,394,177,37,523
852,32,14,2951,668,637,492,733,1136,926,4266,1683,3041,272,12972,797,3530,299,728,1190,2384,1130,1294,1165,100,1697,1886,921,4,5431,1236,387,5761,232,20,44,1984,7384,246,2868,202,10014,322,4753,16308,99,64,4705,10004,2261,10854,629,917,695,343,24,4127,56,746,267,9827,56,1378,2547,253,35,149,1457,1308,282,3782,51,45,2,74,982,765,3449,23415,2965,95,100,2319,68,148,204,2700,1299,1526,1466,884,423,25,17,380,247,33,589
931,33,22,3269,631,719,501,745,1299,939,4492,1780,3164,383,13763,757,3640,340,737,1249,2397,1152,1302,1303,118,1837,1904,1060,10,5663,1273,417,6379,260,9,56,2145,8293,255,3223,268,11567,406,5423,18078,94,72,5235,11045,2530,11997,695,963,782,396,53,4884,66,886,333,11470,80,1581,2867,273,42,170,1500,1473,242,3947,67,42,2,64,969,819,3830,26256,2778,70,100,2355,54,125,325,2939,1487,1577,1467,906,364,31,18,399,230,35,639
1118,37,9,3419,731,735,529,802,1244,979,4517,1797,3123,323,13657,834,3759,324,721,1215,2527,1235,1239,1266,122,1737,2084,993,6,5661,1308,434,7023,287,17,78,2302,8520,278,3256,343,11736,359,5577,18821,116,76,5447,11413,2620,12207,702,961,767,431,250,5867,81,983,337,12826,72,1830,3050,262,26,166,1499,1557,315,4355,65,47,4,83,947,863,3531,27292,2471,57,114,2373,39,117,377,3096,1570,1588,1567,853,450,48,27,417,249,71,76
981,33,6,3201,653,658,523,680,1148,874,4018,1643,2844,322,12406,737,3313,315,731,1114,2266,1049,1122,1105,89,1580,1766,982,4,5105,1189,429,6412,296,18,58,1924,7730,272,2958,291,10380,366,4960,16845,81,78,5004,10300,2360,10909,644,856,715,377,533,5399,64,892,328,12051,70,1664,2913,242,26,161,1304,1418,281,3883,57,38,5,80,925,821,3213,24597,2236,48,101,2142,51,138,323,3059,1402,1394,1384,660,363,36,21,400,203,63,74
1101,31,17,3222,715,686,499,728,1221,893,4468,1881,3089,347,13504,780,3531,363,725,1253,2463,1170,1361,1235,103,1739,1926,1012,8,5628,1291,419,6611,287,13,59,2101,7731,273,2999,331,10733,318,5207,17414,119,77,5488,11058,2488,11446,628,909,770,392,494,5468,61,964,318,12984,80,1775,3054,302,42,151,1484,1430,290,4155,52,52,2,84,1064,863,3484,25918,2662,61,132,2339,37,185,282,3117,1447,1758,1634,846,403,44,25,430,215,63,82
979,35,13,2852,648,620,502,696,1165,921,4259,1763,2897,272,12647,734,3300,314,726,1180,2368,1093,1154,1204,107,1698,1827,991,8,5254,1282,424,6130,287,25,62,1898,7060,289,2740,316,9852,349,4749,16326,80,60,5006,10090,2260,10627,558,819,729,334,150,4462,62,827,306,11509,57,1565,2758,227,38,177,1319,1401,253,3693,51,44,2,70,1023,794,3219,23532,2805,74,134,2238,51,260,226,3058,1743,1784,1662,955,412,43,23,382,216,52,52
952,32,11,3004,655,619,445,719,1216,931,4385,1756,3125,293,13202,781,3399,360,715,1150,2291,1155,1282,1161,111,1717,1975,988,2,5412,1250,421,6013,252,13,56,1791,6806,279,2764,310,10003,292,4681,16042,84,78,4881,9928,2268,10748,514,837,695,344,31,4238,59,852,293,11229,80,1484,2698,240,25,137,1316,1393,270,3638,66,33,5,56,1011,815,3290,23323,3030,85,177,2260,60,390,199,3130,1562,1723,1743,1022,445,39,21,374,222,34,64
891,30,13,2853,611,565,432,660,1176,906,4182,1771,3065,312,12751,764,3276,345,716,1176,2257,1124,1147,1223,104,1635,1829,957,5,5249,1205,411,5764,203,10,42,1736,6369,244,2511,282,9185,312,4573,15065,95,73,4558,9449,2131,9948,539,709,700,351,8,3780,47,690,254,10087,55,1332,2604,249,36,157,1350,1297,287,3500,49,37,2,67,1037,743,3020,22176,3130,86,185,2181,33,567,145,2778,1448,1717,1638,910,458,37,6,370,205,33,49
791,34,15,2833,607,617,455,748,1157,895,4415,1838,3254,323,12957,782,3436,327,684,1211,2287,1073,1326,1235,92,1687,2002,927,9,5522,1252,400,5861,249,11,40,1795,6316,236,2781,297,9301,345,4961,15351,97,74,4494,9598,2236,9900,556,785,711,332,5,3663,33,689,217,9755,52,1363,2568,245,28,163,1341,1367,292,3528,59,49,1,80,1037,739,3194,22445,3417,100,246,2270,58,759,162,3034,1658,1818,1755,1123,482,38,20,403,228,46,43
820,36,14,2755,655,649,490,709,1252,945,4509,1857,3228,285,13204,782,3448,388,722,1254,2384,1135,1277,1219,83,1807,1900,991,9,5494,1231,421,5763,209,10,39,1782,6295,251,2665,293,9263,307,4778,14787,103,62,4518,9481,2186,10227,521,752,697,366,6,3533,33,666,239,9253,50,1369,2412,243,29,155,1393,1383,277,3474,44,45,3,72,1020,824,3182,22877,3288,99,159,2293,51,415,174,2952,1524,1770,1728,955,488,32,22,370,190,45,59
769,28,9,2720,597,576,465,685,1214,935,4296,1744,3122,296,12888,718,3471,337,699,1187,2243,1116,1247,1156,87,1598,1951,942,5,5606,1196,390,5751,249,12,46,1747,6492,247,2500,291,9118,295,4501,14446,106,65,4298,9055,2148,9999,513,778,721,326,3,3476,33,611,207,8920,54,1324,2380,221,44,172,1391,1327,267,3435,48,42,1,72,983,784,3340,22638,3080,105,134,2184,52,280,166,2864,1311,1618,1714,943,443,41,28,341,212,46,49
834,24,9,2847,628,676,488,738,1172,971,4496,1868,3259,332,13497,739,3503,334,734,1215,2318,1135,1312,1210,90,1709,1973,1066,9,5525,1249,415,5953,227,13,34,2048,7161,247,2774,275,9845,330,4861,15549,96,54,4685,9732,2282,10636,570,851,701,371,13,3836,40,692,277,9888,70,1443,2686,266,26,161,1427,1388,259,3666,58,36,1,88,1069,832,3407,24509,3336,97,118,2443,41,169,174,3056,1333,1690,1616,961,424,44,14,356,219,38,37
883,28,15,2837,658,656,443,721,1189,898,4260,1841,3141,320,12826,711,3374,354,732,1155,2243,1105,1228,1197,92,1603,1800,989,9,5427,1284,391,6056,229,19,47,2000,7124,221,2665,308,9835,334,4836,15414,92,55,4663,9759,2392,10909,572,912,764,359,15,4063,49,733,269,10081,64,1485,2714,241,32,158,1428,1404,299,3685,56,45,0,89,997,807,3417,24619,2962,71,144,2322,69,132,241,3023,1347,1554,1582,898,386,42,18,322,211,37,53
924,46,14,3205,692,626,482,771,1292,888,4482,1849,3197,307,13478,766,3564,331,736,1236,2323,1169,1319,1280,88,1807,2031,1009,8,5588,1260,433,6494,234,21,50,1987,7370,268,3008,312,10654,352,5227,16460,102,65,5267,10747,2482,11376,628,904,759,383,24,4509,57,753,300,11044,69,1561,2921,257,35,157,1497,1528,283,3881,53,53,1,63,923,817,3887,25987,2886,67,126,2438,49,144,277,3113,1414,1576,1505,942,416,48,23,360,214,59,60
1018,29,15,3207,739,611,517,746,1292,982,4666,1902,3233,316,13474,755,3527,371,798,1211,2280,1131,1305,1421,97,1741,1988,1065,3,5559,1281,480,6654,301,20,56,2229,7760,282,2997,333,10962,331,5281,17435,86,68,5367,11236,2506,11597,663,934,739,389,28,5086,65,862,288,12078,70,1729,2968,261,29,172,1479,1545,303,4118,42,56,3,72,928,839,3399,27053,2782,61,95,2457,51,150,284,3156,1460,1707,1601,933,397,43,28,363,211,53,77
967,21,11,2932,665,612,492,702,1137,879,4175,1801,3034,268,12555,712,3398,345,694,1188,2159,1062,1230,1163,96,1561,1939,993,8,5344,1241,422,6095,262,16,60,1953,7160,257,2862,382,9843,318,4879,15975,86,65,5088,10341,2350,10657,573,860,703,367,71,4534,62,798,315,11494,60,1581,2821,221,29,155,1418,1422,254,3770,48,37,1,71,976,786,3330,24992,2533,59,112,2203,45,157,273,3061,1373,1549,1545,717,386,38,14,371,195,61,66
1023,48,11,3163,686,627,524,766,1267,953,4343,1911,3295,335,13451,760,3444,305,745,1234,2284,1173,1275,1233,69,1710,1922,1049,7,5596,1294,442,6504,255,13,52,1995,7310,277,3079,351,10176,341,5130,17050,111,73,5357,10681,2567,11241,616,803,795,365,214,4963,70,828,332,12607,79,1648,3045,271,36,147,1452,1471,273,4023,42,35,1,86,986,853,3299,26383,2954,80,148,2352,43,226,250,3163,1435,1707,1690,928,445,45,27,370,234,55,55
974,36,6,3019,676,640,459,708,1111,893,4339,1828,3056,261,12860,792,3347,357,682,1149,2195,1081,1186,1199,90,1654,1882,980,9,5321,1143,414,6008,229,15,50,1826,6913,289,2762,327,9723,310,4903,15964,92,62,5054,10292,2389,10629,596,800,685,370,121,4087,54,756,289,11132,56,1470,2797,234,34,156,1394,1399,269,3639,53,41,1,75,1042,778,3358,24684,2906,88,130,2314,30,213,213,2897,1340,1745,1679,964,385,43,21,316,217,37,53
864,31,11,2903,650,636,440,742,1242,933,4323,1947,3185,289,13321,770,3483,338,705,1267,2251,1149,1250,1247,96,1676,1854,978,7,5578,1231,406,6042,233,10,45,1902,6555,250,2853,310,9485,270,4864,15761,101,67,4951,10028,2354,10454,540,807,763,384,48,3762,42,723,295,10718,77,1365,2734,251,31,171,1377,1463,261,3690,42,47,2,68,1026,770,3320,24422,3145,94,155,2330,41,362,169,2904,1329,1932,1772,975,428,33,23,412,215,36,39
847,27,8,2719,704,599,410,698,1189,975,4307,1885,3192,315,12762,782,3251,298,693,1144,2240,1097,1256,1202,90,1692,1797,1004,8,5315,1193,410,5807,233,18,28,1793,6291,260,2742,310,8856,305,4724,14678,102,73,4569,9467,2210,9892,519,739,752,366,17,3410,53,664,243,9717,57,1415,2639,199,30,155,1351,1375,270,3389,56,43,1,85,977,743,3205,23172,3235,99,170,2346,41,582,142,2997,1482,1724,1744,995,420,59,17,421,204,34,48
801,32,12,2767,626,590,504,744,1274,971,4273,1874,3357,283,12935,801,3492,340,737,1218,2165,1143,1264,1253,100,1733,1879,995,8,5578,1224,445,5876,248,11,46,1821,6371,239,2899,291,9122,304,4811,14889,111,72,4702,9782,2384,10045,538,747,728,361,6,3424,42,599,271,9682,61,1345,2585,240,32,152,1477,1314,264,3546,48,41,2,85,997,763,3402,24176,3336,106,176,2383,59,651,156,3037,1626,1789,1847,1104,478,60,18,427,228,36,42
823,25,12,2834,691,550,557,759,1233,940,4448,1906,3269,308,13200,787,3492,330,745,1245,2388,1160,1360,1325,89,1687,2023,1035,11,5665,1276,417,5835,249,17,39,1903,6411,257,2832,332,9310,309,4602,14779,93,73,4754,9745,2245,10039,561,754,733,359,7,3438,41,601,278,9675,55,1341,2516,220,33,166,1479,1400,304,3517,58,51,0,83,1046,844,3518,24243,3267,78,150,2449,46,451,144,3042,1429,1796,1748,1047,452,50,22,435,216,46,45
773,30,9,2712,588,554,519,726,1152,890,4153,1904,3300,304,12826,755,3481,348,754,1165,2252,1091,1253,1277,99,1654,1928,997,4,5488,1188,428,5825,243,17,39,1905,6688,229,2755,281,9203,317,4570,14547,91,60,4557,9504,2220,10124,521,817,716,340,2,3476,34,562,254,9648,48,1328,2497,251,31,144,1431,1406,260,3572,45,29,1,73,1029,819,3390,24264,3151,97,138,2378,39,318,126,2906,1359,1717,1670,1030,420,46,26,369,207,47,43
