"GR113-003","GR113-005","GR113-006","GR113-010","GR113-015","GR113-016","GR113-018","GR113-020","GR113-021","GR113-022","GR113-023","GR113-024","GR113-025","GR113-026","GR113-027","GR113-028","GR113-029","GR113-030","GR113-031","GR113-032","GR113-033","GR113-034","GR113-035","GR113-036","GR113-038","GR113-039","GR113-040","GR113-041","GR113-042","GR113-043","GR113-044","GR113-045","GR113-046","GR113-048","GR113-049","GR113-050","GR113-051","GR113-052","GR113-055","GR113-056","GR113-057","GR113-059","GR113-060","GR113-062","GR113-063","GR113-065","GR113-066","GR113-067","GR113-068","GR113-069","GR113-070","GR113-071","GR113-073","GR113-074","GR113-075","GR113-077","GR113-078","GR113-083","GR113-084","GR113-085","GR113-086","GR113-087","GR113-088","GR113-089","GR113-090","GR113-091","GR113-092","GR113-094","GR113-095","GR113-096","GR113-100","GR113-102","GR113-103","GR113-106","GR113-107","GR113-108","GR113-109","GR113-110","GR113-111","GR113-114","GR113-115","GR113-116","GR113-118","GR113-119","GR113-120","GR113-121","GR113-122","GR113-123","GR113-125","GR113-126","GR113-128","GR113-129","GR113-130","GR113-132","GR113-133","GR113-135","Other","Combine-GR113-097"
110,72,22,2992,423,1332,705,718,1018,1145,4949,1035,2492,352,13428,588,3620,368,546,1197,2799,960,1067,1086,120,1961,1759,1015,10,5872,1158,438,6561,383,30,101,1453,4586,352,2237,341,19858,342,7183,25566,96,90,5270,10400,1637,16628,1530,1436,872,311,137,7139,145,1984,455,10564,125,1646,2401,421,27,139,1082,1297,259,3279,76,47,3,41,1098,903,2258,16734,2936,163,135,1221,73,122,489,1035,1758,1478,1020,995,487,34,28,301,257,116,76
86,62,10,2774,385,1275,675,614,956,1034,4481,971,2217,311,12179,540,3363,339,497,1094,2505,815,923,992,131,1854,1761,866,3,5370,1067,420,5991,346,19,89,1336,3881,359,2002,308,17402,286,6457,22746,87,82,5018,9515,1458,14728,1341,1353,901,303,476,7309,154,1972,451,10684,107,1544,2282,413,35,109,955,1181,229,3055,68,32,2,35,1062,906,2131,15111,2750,170,97,1041,58,140,337,979,1429,1323,973,786,413,42,26,283,238,142,66
134,75,15,3191,437,1309,738,633,1000,1151,4931,1092,2439,351,13138,590,3637,391,580,1140,2911,997,1058,1147,111,2025,1816,959,7,5718,1151,448,6402,441,30,86,1534,4427,372,2120,354,19103,287,6682,24616,93,80,5586,10548,1603,16197,1454,1445,910,353,499,7849,153,1908,473,11301,126,1635,2556,494,30,132,1068,1309,237,3398,72,46,0,24,1215,933,2306,16565,3209,183,108,1183,57,171,306,987,1597,1381,1084,773,526,38,19,286,277,140,68
102,70,10,2565,397,1213,610,607,936,1058,4611,1002,2395,298,12006,574,3293,332,563,1092,2626,875,1014,999,107,1826,1654,886,2,5325,1083,386,5758,340,26,76,1206,3579,323,1896,264,16468,281,5739,21176,98,73,4573,8970,1343,13983,1272,1377,800,284,96,5298,90,1590,392,8887,88,1404,2074,374,29,122,916,1177,226,2871,74,32,3,29,1183,854,1982,14216,3148,191,146,1015,65,243,250,1038,1471,1411,1064,837,467,29,37,326,216,80,81
99,60,11,2420,425,1253,533,605,990,999,4804,1027,2432,325,12633,622,3526,378,551,1072,2661,885,962,1092,109,1944,1669,891,9,5590,1026,343,5582,317,24,60,1098,3267,300,1816,267,15854,257,5593,20447,86,66,4348,8932,1297,13246,1163,1190,825,309,16,4243,81,1372,390,7683,100,1109,2015,352,27,121,944,1187,220,2707,66,37,3,27,1238,804,2100,13750,3741,190,233,1101,60,355,236,1015,1487,1419,1123,889,539,28,24,301,238,58,63
84,54,18,2141,401,1164,525,589,981,1014,4584,972,2405,288,12054,582,3375,312,477,1075,2521,865,949,1004,128,1744,1667,842,9,5366,1078,366,5030,287,24,56,993,2998,273,1669,255,14882,217,5385,18818,94,65,4007,8195,1225,12395,1057,1167,829,311,5,3577,79,1272,322,6948,70,1062,1861,340,29,111,955,1143,257,2616,68,35,2,28,1206,823,2143,12588,3590,190,196,1021,50,525,198,961,1464,1375,1059,923,498,26,27,284,225,71,64
80,70,12,2191,379,1214,521,607,998,1044,4767,1040,2468,314,12530,590,3420,341,541,1155,2602,899,1038,1059,130,1905,1630,921,8,5756,1080,361,5230,326,28,51,1065,3190,286,1784,275,15121,252,5870,19635,100,69,4227,8495,1301,12453,1146,1167,795,338,3,3568,59,1177,370,6858,73,1009,1794,349,38,122,1000,1084,226,2665,80,31,3,29,1216,853,2198,13058,3910,171,251,1027,71,733,209,1140,1806,1437,1113,966,566,30,27,332,234,41,64
75,52,12,2235,376,1151,562,605,1022,1065,4761,987,2440,313,12666,658,3464,347,522,1179,2626,942,942,1029,110,1862,1764,883,5,5390,1121,352,5114,279,28,49,1060,3221,270,1722,251,14588,242,5273,18653,113,65,3944,8258,1291,12566,1085,1188,739,325,8,3349,50,1141,288,6492,83,1066,1787,367,33,134,985,1179,229,2623,64,37,5,33,1265,835,2201,12773,4061,193,218,1032,49,498,175,1024,1582,1421,1168,942,534,38,23,319,231,50,69
68,65,14,2202,401,1183,594,596,1001,1045,4703,1057,2379,276,12476,577,3373,347,552,1127,2438,897,978,1076,100,1905,1709,854,6,5309,1089,346,5230,307,25,55,1090,3317,281,1616,228,14722,242,5241,18626,70,68,3987,7852,1311,12493,1026,1299,747,326,7,3671,73,1134,346,6335,74,1043,1782,351,39,126,988,1109,210,2607,66,24,2,31,1273,857,2054,12668,3715,187,172,1113,71,291,186,941,1430,1294,957,945,558,44,23,276,216,43,76
72,62,20,2433,382,1229,566,631,982,1089,4938,1072,2512,327,13073,639,3457,376,526,1187,2692,1046,1030,1128,127,1931,1899,923,8,5607,1135,350,5515,325,21,69,1252,3775,293,1778,245,16034,260,5873,20512,89,74,4278,8800,1457,13691,1228,1383,867,402,14,4365,95,1231,402,7203,79,1131,2004,360,32,120,1032,1154,248,2846,67,41,2,34,1193,876,2316,14150,3945,169,116,1158,83,189,231,1029,1434,1406,1033,965,485,32,33,306,235,64,61
92,48,12,2542,408,1177,570,615,963,1000,4643,1062,2405,321,12600,605,3346,314,547,1138,2597,893,966,1028,106,1868,1745,966,12,5343,1070,352,5459,281,28,70,1151,3834,260,1879,245,16014,243,5723,20301,78,79,4389,8526,1376,13442,1254,1300,784,358,41,4740,65,1247,342,7528,93,1231,2022,372,32,104,962,1184,232,2804,67,37,5,34,1142,845,2271,14010,3658,164,105,1008,101,145,289,988,1392,1362,1062,835,484,23,22,274,199,75,61
106,74,10,2994,439,1302,680,666,1071,1067,4983,1065,2498,339,13373,650,3654,360,566,1171,2751,1042,984,1125,124,1977,1941,1010,4,5605,1169,341,6527,353,21,88,1355,4461,307,2183,294,19408,323,6907,23951,112,79,5286,10418,1669,15544,1423,1502,933,405,363,6957,128,1759,426,10082,95,1388,2453,411,39,124,1071,1297,257,3248,78,31,1,30,1168,904,2712,16060,3738,147,127,1242,86,117,442,1049,1538,1292,944,972,504,34,35,305,257,123,57
143,54,14,3535,462,1409,672,671,1074,1141,5085,1086,2483,373,13649,622,3797,384,577,1186,2863,1018,1011,1096,129,2039,1924,1098,14,5581,1246,449,7134,443,34,103,1676,5325,373,2508,309,20591,351,7724,26616,111,61,6115,10898,1897,17424,1530,1478,919,455,1364,10827,225,2173,578,12908,115,1891,2812,467,35,152,1144,1396,245,3760,68,44,7,43,1170,928,2737,18462,3362,121,174,1155,89,129,485,1136,1736,1447,1145,913,484,40,36,313,295,174,83
120,59,10,2864,430,1202,554,585,974,981,4506,1016,2312,310,12295,572,3313,318,488,1149,2452,975,950,1044,102,1808,1651,861,14,4966,1111,371,5863,399,31,82,1313,4297,329,1988,259,16435,255,5963,21479,86,69,4832,9226,1489,14710,1237,1366,866,412,251,6629,119,1656,420,9270,105,1525,2206,405,28,119,980,1206,214,3110,72,37,2,28,1076,905,2442,15631,2909,82,126,1051,40,132,354,1099,1382,1318,1020,783,478,28,13,284,267,106,61
131,49,14,2617,443,1233,467,623,965,1079,4674,1077,2439,311,13009,599,3571,389,570,1194,2618,965,1000,1091,96,1912,1791,883,12,5217,1080,383,5827,363,18,81,1225,3932,332,2055,230,16374,274,5885,21239,116,67,4665,9162,1576,14297,1195,1315,863,393,46,5430,100,1501,395,8803,107,1437,2167,401,33,129,1000,1257,230,3037,75,34,4,30,1198,915,2363,14966,3301,97,117,1038,43,173,287,1119,1373,1468,1052,845,473,24,22,316,291,87,66
116,47,15,2417,415,1196,450,603,988,1009,4756,1078,2372,324,12407,603,3383,337,538,1108,2545,941,980,974,109,1786,1747,850,7,5095,1053,333,5500,259,29,63,1179,3604,293,1978,221,15572,268,5334,20114,101,77,4325,8569,1435,13295,1134,1281,860,363,13,4680,88,1354,328,7819,95,1252,2145,345,28,128,945,1125,224,2795,53,33,0,26,1206,879,2289,13813,3494,116,168,1012,51,243,263,1120,1369,1372,1111,810,468,24,14,322,260,62,48
121,49,14,2280,467,1235,460,616,999,1024,4834,1106,2427,304,12799,657,3560,338,547,1182,2523,1049,1002,1001,124,1863,1794,866,6,5387,1148,354,5515,309,20,56,1212,3678,315,1946,217,15223,263,5621,20332,84,56,4328,8812,1438,13447,1164,1257,790,331,4,4255,91,1267,344,7670,79,1256,2017,359,47,122,990,1142,262,2894,85,34,1,33,1241,818,2310,14018,3697,132,219,1110,54,423,194,1183,1374,1449,1173,910,551,30,15,341,270,50,47
111,42,10,2239,431,1179,430,589,988,1083,4565,992,2373,280,12568,610,3330,338,500,1116,2418,933,931,1067,114,1921,1657,896,3,5162,1078,374,5274,275,30,60,1036,3235,279,1729,198,14282,226,5312,18592,87,56,4274,8268,1373,12384,1058,1137,816,354,4,3983,80,1204,324,7284,87,1290,1919,353,32,115,983,1121,224,2768,72,30,4,29,1236,927,2200,13247,3760,118,176,1088,63,570,185,1076,1287,1415,1030,947,513,27,16,304,234,64,70
100,48,17,2335,444,1200,379,614,1017,1069,4827,1089,2518,324,12826,589,3582,345,563,1137,2505,979,1030,1054,94,1850,1760,882,9,5268,1089,351,5278,299,21,32,1181,3679,264,1844,221,14774,302,5304,19068,98,62,4409,8308,1389,12690,1134,1184,815,358,5,3862,80,1141,350,7314,74,1212,1949,360,48,115,974,1178,237,2870,62,36,4,39,1133,853,2712,13518,4157,143,211,1120,56,667,173,1048,1480,1434,1048,1008,547,45,17,315,264,32,71
98,66,12,2390,452,1159,416,627,1009,1087,4902,1100,2534,306,13128,634,3551,344,573,1235,2614,977,1023,1011,96,1985,1696,937,6,5337,1129,361,5400,314,25,41,1168,3714,276,1801,218,14735,264,5293,18805,101,66,4369,8317,1298,12887,1108,1284,821,380,2,3938,57,1163,275,7024,91,1250,1876,360,30,130,1033,1126,242,2833,56,40,6,23,1167,858,2722,13478,3984,168,176,1137,73,474,175,980,1495,1410,1146,940,570,32,14,327,221,48,58
92,42,9,2383,432,1117,412,706,1023,1016,4707,1014,2404,344,12818,619,3556,335,563,1169,2652,931,984,1111,114,1860,1778,896,10,5244,1110,359,5324,281,29,46,1276,3870,240,1779,221,14581,293,5294,19068,89,45,4076,8264,1381,12953,1068,1245,810,383,5,3992,54,1087,300,7051,110,1229,1905,371,36,107,944,1108,220,2856,55,35,2,29,1141,838,2943,13607,3837,143,170,1030,52,286,186,957,1425,1318,1018,879,546,30,18,276,232,48,60
80,50,21,2534,442,1181,428,641,1066,1061,4938,1114,2527,319,13546,646,3702,355,539,1207,2639,1018,1058,1072,102,1982,1888,965,3,5354,1213,369,5789,316,23,70,1471,4537,303,1915,225,15883,275,5499,20245,104,69,4496,8784,1516,14009,1228,1420,873,371,5,4645,70,1234,366,7513,98,1338,2040,372,38,134,1094,1241,215,2925,97,46,1,35,1225,880,2940,15039,3836,157,153,1165,73,174,254,910,1409,1383,1097,938,486,26,17,281,245,64,85
83,57,13,2600,466,1153,378,621,1021,1014,4815,1139,2472,335,12961,643,3407,352,575,1201,2577,979,1021,1042,106,1794,1754,962,8,5129,1089,383,5895,308,21,53,1383,4403,260,1968,224,16240,271,5760,20669,88,66,4667,8943,1589,14042,1150,1408,842,409,12,4984,91,1316,380,7771,106,1317,2142,392,39,116,1017,1192,251,3080,63,28,2,28,1127,811,2980,15302,3462,105,108,1130,93,114,306,1024,1410,1294,979,867,391,30,19,252,214,67,73
133,52,12,3030,473,1214,486,596,1108,1081,4868,1105,2471,331,13515,626,3548,365,553,1176,2672,971,1012,1092,101,1929,1899,967,8,5320,1200,407,6502,360,35,71,1562,5284,318,2250,242,18208,321,6565,23162,107,73,5148,10234,1692,15523,1387,1435,951,394,54,6323,112,1604,427,9228,94,1639,2357,373,41,155,1005,1351,246,3543,55,36,4,24,1149,966,3238,17297,3555,110,105,1286,89,97,515,1105,1697,1278,945,961,457,23,29,258,266,71,58
140,56,15,3106,479,1385,557,659,1077,1070,4828,1140,2518,355,13554,666,3721,382,592,1203,2767,1053,1054,1105,131,1895,1853,952,7,5293,1159,436,6878,349,19,95,1642,5396,319,2312,281,18222,346,6667,23832,98,95,5429,10362,1867,16092,1378,1365,898,428,88,7182,141,1742,436,10253,96,1731,2467,409,47,147,1094,1340,240,3741,86,44,5,32,1187,935,2941,17818,3083,102,131,1324,64,112,485,1132,1646,1443,1067,915,502,40,23,307,271,126,84
128,51,18,2760,452,1183,492,577,920,942,4344,1019,2295,317,12283,591,3279,320,528,1128,2414,889,916,966,122,1785,1712,866,9,4835,1099,373,5900,299,25,81,1413,4463,279,2041,243,15760,267,5632,20742,91,68,4781,9099,1580,13644,1244,1237,836,378,74,5987,98,1537,377,9201,95,1526,2264,395,31,128,975,1218,220,3140,67,44,5,39,1067,896,2637,15390,2878,77,138,1158,56,118,400,985,1520,1328,1000,708,425,27,19,293,274,92,61
142,65,12,2922,498,1206,524,655,1072,1109,4894,1124,2490,341,13104,637,3676,352,612,1195,2637,1053,1044,1047,95,1958,1857,985,10,5374,1175,413,6433,324,22,93,1461,4833,306,2289,287,16866,314,6216,22421,114,81,5278,9844,1649,14975,1286,1393,900,424,32,6095,106,1658,428,9944,121,1622,2474,446,30,147,1001,1263,253,3445,48,33,4,29,1157,948,2856,16769,3262,102,153,1233,56,159,340,1114,1516,1441,1105,858,408,35,20,334,253,90,49
121,43,13,2613,449,1168,433,601,1065,1039,4682,1033,2380,313,13150,628,3365,339,584,1224,2546,953,1007,1017,107,1824,1825,945,9,5115,1118,397,5969,275,29,58,1391,4413,324,2147,233,15615,275,5675,20960,107,76,4919,9100,1628,13784,1241,1207,886,359,10,5343,92,1546,377,9440,87,1422,2259,366,30,122,1014,1219,266,3133,54,37,1,31,1225,877,2608,15445,3428,111,147,1176,66,259,268,1229,1477,1438,1161,879,525,30,21,350,256,67,54
137,52,14,2640,465,1174,467,635,1036,974,4759,1117,2498,313,13018,641,3591,314,557,1149,2569,1037,966,1053,102,1935,1761,897,11,5315,1171,372,5840,313,21,60,1360,4359,302,1956,245,15309,274,5624,20866,94,68,4671,8925,1534,13494,1111,1301,894,350,2,4806,74,1474,374,8674,103,1475,2175,392,38,121,984,1162,274,3168,46,28,4,27,1197,889,2663,15236,3810,129,180,1215,64,380,199,1180,1417,1536,1211,930,486,33,21,344,263,67,72
125,53,17,2476,400,1096,442,628,1052,993,4588,1079,2435,290,12709,620,3490,327,573,1157,2477,971,958,1044,106,1813,1687,899,8,5085,1109,366,5589,268,20,55,1259,4043,314,1924,219,14419,261,5401,19501,102,65,4563,8510,1519,12584,1037,1145,815,366,3,4657,68,1289,306,8181,91,1332,2050,365,32,115,943,1183,226,3084,66,39,1,22,1160,774,2481,14347,3728,133,186,1175,69,533,199,1196,1386,1340,1220,935,529,35,22,344,227,46,49
107,43,14,2518,463,1097,458,632,1049,1014,4677,1095,2525,320,12789,604,3381,326,557,1181,2540,1014,1048,1044,114,1821,1750,875,11,5236,1106,381,5570,278,21,47,1219,3996,254,1943,193,14368,243,5311,19294,84,61,4441,8294,1542,12596,1174,1117,789,405,3,4228,52,1163,311,7321,88,1307,2036,334,32,112,963,1194,246,3054,49,21,4,41,1204,837,2505,14626,4059,113,228,1309,46,620,187,1257,1535,1424,1322,1064,586,44,13,373,217,41,64
125,53,17,2452,423,1217,414,687,1046,1125,4844,1173,2605,303,13093,619,3414,380,578,1234,2557,1015,1065,1086,105,1893,1835,968,8,5377,1086,371,5547,273,17,38,1239,4114,231,2021,213,13945,232,5455,18646,84,66,4449,8591,1448,12561,1039,1215,792,389,2,3837,55,1082,323,7076,81,1280,1973,358,39,125,999,1272,241,3093,57,30,0,37,1209,850,2466,14512,4047,143,182,1266,62,490,164,1316,1560,1441,1233,979,530,30,17,357,279,44,50
119,45,8,2493,465,1116,437,591,1031,1023,4686,1103,2411,309,12807,605,3506,340,566,1177,2363,1017,1052,1064,105,1820,1766,935,7,5219,1133,357,5535,228,13,31,1229,4047,252,1837,233,13964,273,5057,18437,94,73,4294,8226,1471,12349,1068,1187,783,372,3,4006,52,1011,292,6958,91,1336,1858,362,29,120,1059,1162,252,2977,60,34,4,35,1121,822,2452,14244,3752,124,126,1217,55,214,203,1113,1418,1304,1103,983,3419,25,21,338,238,64,48
125,47,16,2697,506,1209,506,690,1120,1005,5006,1150,2623,306,13232,670,3476,336,561,1310,2721,1002,1078,1170,120,1841,1821,951,2,5319,1200,406,5812,288,17,35,1419,4694,281,2012,219,15224,277,5567,20316,115,51,4634,8800,1588,13660,1198,1374,775,399,6,5080,71,1159,358,7821,86,1443,2186,337,33,128,1084,1223,284,3370,72,39,4,28,1135,870,2844,16063,4055,121,151,1375,81,150,257,1183,1434,1432,1157,1043,575,34,18,303,274,49,54
110,42,11,2711,498,1131,493,664,1038,997,4746,1132,2472,301,12858,602,3377,313,507,1226,2591,1026,984,995,94,1848,1788,880,3,5215,1108,383,5966,256,23,75,1376,4683,296,1957,220,14765,277,5440,19532,85,58,4614,8685,1673,13454,1099,1272,844,396,16,4933,81,1234,331,7867,91,1374,2159,338,46,132,979,1283,242,3152,76,44,3,26,1092,823,2800,15597,3833,137,353,1234,98,128,245,1122,1385,1387,1126,990,481,33,16,336,236,62,53
158,50,9,2850,487,1193,492,683,1024,1028,4833,1186,2551,329,13461,659,3533,363,569,1230,2537,1048,1053,1018,122,1872,1796,1019,5,5325,1212,372,6333,303,23,59,1536,4811,331,2250,240,16300,312,6058,21431,110,77,4861,9562,1751,14345,1211,1421,872,399,18,5623,69,1347,356,8807,106,1453,2277,389,41,125,1112,1309,221,3427,67,46,3,31,1133,921,3073,16359,3853,113,120,1337,85,118,362,1251,1466,1355,1048,1064,494,30,20,288,233,65,58
192,78,16,3267,499,1267,621,621,1047,1027,4828,1196,2591,362,13599,653,3632,336,576,1247,2703,1044,1080,1083,102,1947,1890,995,6,5511,1187,408,6835,347,33,91,1649,5659,368,2411,262,17419,326,6568,23093,111,82,5481,10433,1842,15593,1366,1405,937,477,76,7063,108,1524,404,10221,126,1717,2274,375,39,152,1032,1339,244,3920,85,39,1,39,1224,945,2641,18207,3458,103,142,1351,70,109,414,1492,1636,1477,1283,969,455,34,21,374,238,98,63
199,59,11,3026,433,1161,583,580,995,912,4652,1064,2338,278,12592,622,3312,287,495,1129,2438,902,998,991,127,1742,1739,982,7,5006,1036,447,6314,313,26,58,1430,4924,322,2246,252,16008,329,6010,21273,87,70,5167,9600,1728,14442,1152,1263,874,407,254,7333,126,1570,387,10279,94,1698,2294,343,28,145,971,1232,241,3571,59,32,2,25,1010,861,2438,16796,3063,79,104,1220,48,109,388,1332,1418,1332,1086,756,462,22,16,387,214,103,67
261,57,11,3218,522,1172,643,639,1126,1009,4962,1226,2587,324,13735,617,3661,333,628,1221,2638,1055,1120,1087,130,1924,1917,1025,6,5450,1170,428,6700,358,25,91,1642,5634,340,2379,277,16860,316,6247,22694,107,85,5482,10490,1880,15230,1318,1337,904,448,275,7848,126,1668,453,11221,127,1809,2493,398,37,150,1016,1377,262,3649,74,36,3,21,1246,994,2514,18148,3654,80,143,1421,54,182,318,1557,1517,1423,1188,955,435,26,23,407,241,87,69
213,58,15,2784,462,1110,538,627,1035,1050,4683,1150,2342,271,12754,592,3407,320,537,1206,2451,939,1014,1038,99,1762,1724,928,9,5123,1071,356,6081,290,22,56,1349,4479,325,2193,247,14583,282,5460,20419,93,67,4540,9082,1655,13337,1113,1191,826,369,55,5534,100,1330,351,8957,93,1485,2067,387,39,130,991,1248,247,3241,61,45,2,30,1292,906,2179,16068,3419,72,151,1309,56,223,223,1506,1302,1510,1244,913,482,29,20,395,242,62,59
209,41,8,2720,515,1208,506,650,1078,1033,4840,1134,2499,291,13261,637,3519,328,574,1220,2553,1079,1047,1113,106,1888,1739,940,6,5335,1126,356,6135,288,21,53,1297,4473,297,2100,233,14729,274,5333,19971,106,61,4466,9124,1624,13383,1108,1193,843,387,16,4833,77,1250,321,8289,94,1360,2105,333,41,118,1013,1279,249,3297,61,28,3,28,1225,908,2212,15616,3893,85,192,1330,62,385,209,1507,1389,1451,1324,970,458,46,18,406,223,51,53
195,47,13,2474,429,1121,498,631,1041,1012,4553,1144,2456,285,12604,598,3323,291,550,1177,2418,1034,966,981,108,1786,1726,849,4,4890,1073,361,5657,227,19,43,1245,4079,256,2062,235,13457,275,5148,18656,93,55,4396,8390,1571,12140,1047,1099,786,326,6,4340,65,1120,305,7784,84,1310,1877,314,37,118,984,1156,252,3019,66,33,1,24,1227,838,2351,14445,4018,109,181,1258,69,603,196,1422,1342,1408,1180,967,483,36,28,386,227,52,67
194,56,17,2606,480,1163,553,679,999,1048,4772,1127,2546,344,13145,590,3537,340,572,1296,2514,1002,1027,1039,112,1851,1776,939,6,5311,1084,347,5778,254,19,41,1241,4260,280,2139,242,13921,239,5642,18744,109,64,4293,8699,1563,12379,1080,1137,820,354,3,4133,52,1166,329,7539,89,1294,1910,315,39,98,1010,1242,248,3062,52,28,4,34,1185,863,2435,14718,4251,102,220,1339,55,664,178,1492,1514,1479,1334,1106,532,32,18,391,249,39,61
172,37,12,2542,490,1181,503,667,1076,1008,4817,1221,2514,338,13114,656,3438,334,607,1255,2561,1058,1088,1068,113,1755,1747,888,4,5354,1101,402,5593,257,20,41,1244,4419,233,2135,222,13568,227,5366,18446,82,73,4213,8604,1528,12119,1015,1086,826,355,3,4073,38,1082,316,7297,86,1298,1860,299,45,124,1025,1196,264,3091,68,33,2,28,1183,853,2504,14876,4159,98,205,1406,65,448,167,1409,1404,1480,1311,1076,552,33,22,378,261,55,57
163,59,18,2478,417,1139,584,650,1077,1017,4611,1110,2525,327,12779,603,3355,359,573,1239,2441,956,1028,1044,113,1748,1817,928,5,5170,1116,349,5594,302,21,48,1270,4448,269,1939,223,13174,273,5108,18097,97,57,4196,8302,1571,12321,1013,1215,776,393,2,4097,54,1017,331,7118,74,1306,1887,292,35,147,1012,1162,214,3081,57,32,1,31,1219,812,2297,14879,4018,97,183,1319,74,270,170,1347,1308,1440,1208,1181,506,28,22,372,238,49,69
189,62,11,2732,506,1179,557,669,1122,1035,4763,1224,2647,291,13492,640,3517,341,600,1216,2590,1047,1103,1143,107,1861,1792,971,7,5259,1083,390,5821,283,25,60,1430,5076,287,2184,229,14487,280,5401,19453,100,85,4432,9030,1626,13319,1134,1266,813,397,4,4669,69,1155,329,7733,70,1294,2021,346,57,139,1006,1245,268,3224,78,42,2,37,1188,904,2683,16246,3972,99,138,1420,66,181,242,1461,1382,1427,1162,965,516,32,19,375,237,50,58
210,40,13,2777,531,1148,559,673,1037,1037,4533,1208,2492,306,13116,623,3462,328,553,1203,2580,1006,1040,1101,111,1782,1776,960,6,5179,1118,385,6049,281,15,46,1510,5375,305,2184,245,14828,275,5676,20246,82,77,4682,9259,1738,13393,1192,1279,779,398,7,5021,72,1233,349,8385,84,1410,2022,336,42,141,1000,1267,230,3265,64,44,0,34,1129,887,2575,16394,3683,77,121,1413,79,149,298,1529,1435,1349,1132,955,486,31,20,376,247,68,64
268,32,13,3241,509,1246,562,651,1068,1010,4727,1243,2727,306,13522,683,3720,355,588,1273,2559,1043,1117,1142,124,1864,1855,987,7,5381,1134,385,6692,310,23,72,1652,6040,297,2579,228,16480,311,6170,22240,87,72,5146,10031,1935,15016,1283,1347,925,400,26,6010,68,1374,386,9288,93,1612,2229,341,41,133,1061,1393,260,3802,63,45,1,26,1126,916,3146,18198,3792,85,120,1471,64,124,356,1496,1554,1332,1095,1016,442,35,16,340,226,78,65
277,62,16,3284,500,1246,626,646,1039,1060,4708,1223,2663,328,13521,640,3789,330,576,1246,2729,1073,1088,1105,109,1919,1877,995,5,5440,1190,415,6864,331,21,56,1737,6197,349,2620,291,16348,275,6327,22842,118,66,5239,10062,1979,15122,1341,1407,898,432,57,6619,96,1429,386,10043,95,1769,2295,358,42,148,1068,1370,236,3945,79,46,4,29,1187,939,2474,18852,3226,80,172,1523,63,107,479,1673,1625,1509,1183,935,448,43,29,397,271,84,62
272,36,4,3020,463,1077,583,597,991,888,4410,1089,2313,314,12232,595,3220,306,491,1160,2378,982,965,1003,89,1626,1667,930,3,4747,1061,369,6203,258,16,76,1545,5458,301,2299,257,14662,255,5603,20228,103,83,4778,9205,1762,13400,1075,1234,794,400,74,5878,74,1354,389,9345,96,1504,2219,321,37,118,950,1176,240,3438,61,40,2,46,1051,892,2214,16694,2927,95,105,1310,40,107,496,1632,1382,1260,1042,815,426,30,9,376,237,85,66
250,55,15,3003,448,1197,651,658,1079,1057,4707,1256,2625,302,13636,677,3486,317,587,1184,2485,1072,1009,1053,116,1830,1815,1005,3,5225,1160,422,6533,307,21,68,1542,5491,310,2446,281,15197,272,5811,21405,109,88,5093,9849,1804,14089,1139,1270,918,389,61,6044,78,1413,364,9894,99,1687,2330,332,36,141,996,1267,275,3574,85,39,4,46,1207,894,2465,17741,3307,112,156,1373,50,174,322,1669,1403,1498,1275,970,490,35,15,420,260,83,47
262,45,13,2782,455,1133,541,589,1036,1012,4626,1252,2426,317,12843,583,3353,320,593,1223,2372,933,991,1094,113,1771,1770,908,3,5161,1106,390,6123,241,6,65,1370,4927,331,2325,258,13981,245,5452,19736,98,65,4663,8993,1771,12891,1158,1244,824,394,43,5060,78,1295,337,9104,90,1414,2141,298,35,138,992,1277,224,3346,61,31,2,47,1191,867,2418,16194,3585,89,167,1342,48,223,262,1565,1325,1467,1170,973,481,37,19,398,228,72,68
271,52,11,2619,447,1145,578,651,1082,1058,4654,1257,2583,304,13098,717,3422,348,548,1244,2431,1004,1044,1040,126,1820,1769,948,6,5293,1116,358,5872,245,12,57,1396,4718,345,2255,257,13946,272,5394,19407,90,81,4625,9109,1799,12797,1032,1221,884,356,13,4756,56,1223,358,8643,86,1407,2044,315,28,113,978,1179,236,3276,80,40,4,37,1286,905,2369,16196,3758,113,177,1420,56,358,194,1705,1360,1469,1316,1022,495,28,20,457,251,53,67
228,44,22,2508,406,1037,541,598,1090,1027,4506,1204,2486,283,12831,654,3406,318,558,1189,2286,957,1042,985,117,1685,1749,861,3,5188,1112,349,5782,271,17,63,1327,4523,297,2107,257,13284,262,5227,18529,87,65,4623,8588,1596,11997,1011,1164,804,363,2,4316,64,1133,305,8145,76,1281,1962,334,30,149,934,1171,234,3249,50,37,4,53,1263,889,2509,15465,3915,84,212,1361,59,511,179,1579,1382,1517,1286,1007,482,31,26,422,194,47,63
243,35,9,2676,451,1130,589,658,1059,1016,4638,1248,2550,319,12946,668,3455,316,577,1217,2475,1004,1072,1111,121,1759,1775,911,5,5307,1072,401,5788,228,10,39,1326,4691,292,2187,212,13061,291,5351,18304,102,60,4543,8677,1709,12147,1019,1065,719,405,4,4214,50,1117,286,7740,113,1268,1974,327,42,140,1002,1224,227,3362,62,42,3,38,1313,854,2545,15475,4203,140,217,1366,65,627,181,1677,1446,1455,1312,1100,570,41,27,427,225,40,50
